"","GSM650876.CEL.gz","GSM650877.CEL.gz","GSM650878.CEL.gz","GSM650879.CEL.gz","GSM650880.CEL.gz","GSM650883.CEL.gz","GSM650885.CEL.gz","GSM650923.CEL.gz","GSM650924.CEL.gz","GSM650930.CEL.gz","GSM650931.CEL.gz","GSM650944.CEL.gz","GSM650946.CEL.gz","GSM650950.CEL.gz","GSM650951.CEL.gz","GSM650954.CEL.gz","GSM650959.CEL.gz","GSM650968.CEL.gz","GSM650969.CEL.gz","GSM650970.CEL.gz","GSM650975.CEL.gz"
"TYW3",7.98237,7.553846,7.987542,8.208728,7.960273,8.328796,7.958777,7.533751,7.356502,7.528139,7.060342,6.992145,7.168891,7.915334,7.234191,7.269779,7.3317,7.221868,7.423226,7.383741,7.21464
"ACADM",8.271276,8.335482,8.028735,8.318619,8.370508,8.986354,8.406327,7.486677,7.880241,8.393304,7.535664,7.800167,8.682738,8.861251,8.307866,8.138821,8.094494,7.986167,8.391969,8.280723,7.819131
"RABGGTB",7.818308,8.181681,8.007989,8.143102,8.026204,8.597652,8.203809,7.119206,7.98712,6.853794,6.173178,6.772532,7.073105,7.599136,6.668258,7.003441,6.728444,6.404204,6.886048,7.172532,7.051312
"SNORD45C",6.582905,6.48376,6.640942,6.674494,6.977837,7.296061,6.560065,5.948238,6.383129,5.795972,5.27508,5.533396,5.984298,6.53342,5.761628,5.801637,5.688273,5.941856,5.901136,5.918628,6.065042
"ST6GALNAC3",4.34572,4.735029,5.019975,5.87448,6.092132,4.986873,5.618025,5.454631,5.169368,5.666161,5.767121,5.229836,5.045783,4.40342,4.916996,4.798703,5.570897,5.705277,5.310847,4.722756,4.441342
"ST6GALNAC5",5.360631,6.117655,6.129555,7.148199,4.984791,4.486067,6.258444,6.559194,5.126264,5.666047,6.495978,6.409279,4.364374,6.690538,5.832875,5.156892,6.112988,6.052068,5.70747,5.402759,5.176039
"AK5",6.518506,6.774795,7.727228,7.489632,7.699274,7.895252,7.057355,6.03222,7.279955,7.98115,7.090523,7.196333,7.780961,8.424307,7.901984,7.988404,8.297189,7.837044,7.952096,7.846983,8.231498
"MIGA1",7.647624,8.118466,8.118113,7.962221,8.037561,8.481398,8.084159,7.611681,7.97895,7.766308,7.181502,7.129715,7.66266,7.98405,7.522665,7.717504,7.336303,7.378065,7.65089,7.762887,7.935863
"DNAJB4",6.557969,7.02627,6.617762,6.753526,7.269438,7.075761,6.885845,6.181612,6.435223,6.266365,5.831948,6.014066,6.373175,7.005936,6.067999,6.292357,6.012583,5.778727,6.267911,6.298744,6.51201
"IFI44L",8.560132,11.712634,7.966836,8.045753,9.997137,10.275967,8.988906,7.057401,8.331049,7.759679,7.50045,12.159826,9.069843,8.834677,8.539593,8.248133,9.538994,8.267751,8.728787,7.796658,9.93354
"IFI44",7.923365,10.203156,7.050677,7.133445,8.974474,9.211796,7.895307,5.853149,7.457381,7.008149,7.042096,10.908473,8.203072,7.828435,7.752935,7.769469,8.335798,7.449792,7.865262,7.296264,9.002653
"PRKACB",9.624668,10.065719,10.015539,10.315871,10.195221,10.632218,10.238318,9.319869,9.728349,9.79971,9.01863,8.851799,9.924076,10.596052,9.473932,9.652904,9.681735,9.501638,9.597063,9.78846,9.946849
"RPF1",7.599123,7.931042,7.64043,7.989767,7.814273,8.604278,7.534119,6.930083,7.342399,7.666886,7.248621,7.411178,8.206353,7.795855,7.779499,8.096816,8.038428,7.560916,8.031306,7.54315,7.647015
"SH3GLB1",9.386779,9.252642,9.183967,9.169894,9.432748,9.472477,9.09129,9.336105,9.463268,9.064577,9.165406,8.965872,9.305645,8.943179,8.92874,9.099671,8.837143,8.469695,8.985849,9.047059,9.001546
"HS2ST1",7.967316,8.538673,7.990584,8.28329,8.52277,8.553643,8.406577,7.765916,8.481029,7.873831,7.548914,7.642539,7.932037,8.1529,7.921295,7.815176,7.657993,7.398728,7.748165,7.995914,8.101505
"LMO4",7.273516,7.415822,7.112409,6.692797,7.333902,7.094748,7.384295,6.813673,7.58293,6.227925,6.26838,6.475352,6.867269,6.27672,6.259693,6.370527,5.936932,6.236726,6.382408,6.411825,6.216955
"PKN2",9.94212,9.706481,10.002368,9.559583,10.345015,10.694673,10.013786,9.714362,10.177815,8.811606,9.523201,9.014383,9.152357,9.457875,8.985925,9.496577,9.056525,8.656815,9.06161,9.253642,9.553823
"ZNF326",7.15936,7.368937,7.300149,7.174421,7.461139,7.66365,7.222929,6.719266,7.094229,7.155385,6.553323,6.78033,7.30317,7.480861,6.896715,7.192819,6.704556,6.720554,7.091096,7.312569,7.064305
"CDC7",6.076959,6.479243,6.428953,5.882476,5.989078,6.487086,5.691214,6.001657,6.298543,5.326306,5.342205,5.286056,5.788687,5.623209,5.621547,5.815558,5.395651,5.473143,5.452147,5.688113,5.31678
"RPAP2",7.235206,7.859562,7.610892,7.879172,7.848635,7.884519,7.707475,6.908682,7.019519,8.205298,7.722994,7.464611,8.294114,8.662567,7.861027,7.985407,8.131787,7.754932,8.223237,8.22047,8.258579
"SNORD21",8.129888,8.224945,8.326279,8.047887,8.040851,8.41302,8.230125,7.476451,7.68783,6.649093,6.218872,6.476344,6.376069,7.01211,6.354112,6.785351,6.818767,6.568414,6.826024,6.951953,6.865136
"MTF2",8.997306,9.200998,9.158471,9.210004,9.132047,9.585387,9.101474,8.795124,8.924088,8.285883,7.853171,8.071673,8.426438,8.603154,8.255944,8.435653,8.196571,8.104536,8.35759,8.51955,8.345909
"CCDC18",5.334388,5.751656,5.675495,5.565191,5.823358,6.181225,5.933245,4.838783,5.047817,5.14298,4.930135,4.901452,5.542042,5.628651,5.023522,5.16728,5.259582,5.077831,5.122396,5.4785,5.434934
"ABCD3",8.29111,8.779938,8.752567,8.832698,8.83502,9.293421,8.64049,8.145485,8.744525,7.28057,6.962925,6.992513,7.449617,7.67756,7.197382,7.303941,7.13315,7.067102,7.337177,7.60789,7.482447
"PTBP2",8.584863,9.416335,9.108922,8.836488,9.31049,9.485937,9.087659,8.014067,8.640324,8.665129,8.006196,8.140873,8.292386,8.779294,8.370741,8.460168,8.492507,7.799082,8.127877,8.715596,8.743624
"AGL",7.674066,8.127656,8.101838,7.917125,8.208815,8.723033,7.970753,7.203343,7.929537,7.328979,7.207218,7.412851,7.456366,7.766044,7.432128,7.704838,7.518186,7.184712,7.394954,7.733521,7.759312
"SLC35A3",8.075145,8.398153,8.367611,8.269609,8.623392,8.845669,8.49273,7.784725,8.164087,7.353481,6.610232,6.82659,7.305083,7.580434,7.148491,7.24144,7.0981,7.051086,7.522977,7.627447,7.613222
"TRMT13",7.752494,8.328262,8.295224,8.274696,8.466652,8.9777,8.271877,7.29702,7.753618,8.696533,8.129632,8.130153,8.400704,9.093371,8.185518,8.826292,8.301489,8.124148,8.478947,8.885537,8.722257
"RNPC3",8.992928,8.965805,8.762312,8.783086,8.957114,9.3223,8.945784,8.474441,8.368938,9.816556,9.711824,9.413933,9.3469,10.012897,9.792034,9.727498,9.291848,9.283847,9.582855,9.180951,9.633958
"FAM102B",7.63711,8.342694,7.986104,7.831262,8.070991,8.245919,8.118889,7.296842,8.014531,7.397996,7.11331,7.516349,7.697965,7.401406,7.521666,7.526395,7.19307,7.193852,7.48448,7.727873,7.825791
"PRPF38B",8.847344,8.522853,8.8821,8.89525,8.825763,9.179479,8.916966,8.29638,8.815973,7.934689,7.815938,7.828254,8.457574,8.746282,8.085144,8.339438,7.969394,7.935516,7.995502,8.591959,8.420475
"STXBP3",9.152917,8.831771,8.656984,8.778335,9.110713,9.744272,8.726998,8.747561,9.149105,8.453716,8.583697,8.257521,8.91681,8.803752,8.563525,8.66694,8.436532,8.031372,8.616331,8.684898,8.501494
"ELAPOR1",8.583827,8.059735,8.417023,7.568899,8.173082,7.118492,7.453793,8.970421,8.887316,9.207747,9.384171,9.609592,8.84763,8.826243,9.617584,9.432844,7.366895,9.082884,9.185962,8.721763,7.918784
"GNAI3",9.671092,9.864992,9.601052,9.428063,9.911294,10.037762,9.520597,9.308228,9.808861,8.807997,9.219339,8.987536,9.465469,9.155973,8.854986,9.310455,8.898253,8.71824,9.219839,9.07129,9.116399
"MIR197",8.371796,8.118944,8.331352,9.041361,8.15404,8.35734,8.334305,8.894056,8.54815,8.96459,9.119183,9.073839,8.6551,8.713068,8.936226,8.794371,9.031797,9.028349,8.892305,8.467938,8.680715
"GSTM1",6.549796,8.177701,5.947653,7.360672,6.148707,6.791405,7.143262,6.239261,7.866602,8.135756,8.012001,8.291243,8.268475,8.194684,8.169185,8.109539,6.365057,7.164396,7.954149,7.815744,7.141106
"GSTM5",4.961529,5.275085,4.917326,5.580236,5.364771,5.16463,5.411883,4.886573,5.412939,6.328437,6.123548,5.799405,5.617563,5.976938,5.718589,5.733297,5.503961,5.800983,5.966122,5.312528,5.842856
"AHCYL1",8.078833,8.45895,8.456993,8.050106,8.105787,8.623202,8.360809,8.026197,8.761597,8.760134,8.664053,8.944557,8.758051,8.826036,8.974017,8.92819,8.668051,8.632548,8.762275,8.973803,8.90238
"CEPT1",9.127774,9.316168,9.255665,9.551718,9.688405,9.720741,9.450041,8.610517,9.088214,8.937742,8.33311,8.905894,9.305087,9.403531,9.077735,9.112997,8.735472,8.566058,9.104276,9.625297,9.145756
"CHI3L2",6.868412,7.851066,7.669901,8.227391,8.245983,7.82874,8.033207,7.311136,6.813391,8.061923,6.820276,6.98238,7.953684,8.175656,7.984729,7.808036,7.650174,7.9076,8.158184,7.810141,8.153289
"CHIAP2",5.11771,5.030546,4.99037,5.218209,4.690818,5.07771,5.088407,5.676311,5.276627,5.301158,5.393402,5.298113,4.800525,5.000063,5.057731,4.985108,5.33869,5.207184,5.091928,5.104743,5.006489
"C1orf162",9.508446,10.483345,10.328117,9.966422,9.955381,9.847562,10.174742,9.936162,10.283547,10.388846,10.556936,10.688972,10.928607,10.090376,10.711624,10.183267,10.32174,10.079662,10.418752,10.304985,10.608127
"MOV10",7.500325,8.461077,8.102083,7.924432,8.305033,8.238448,8.300159,7.849838,8.315923,8.620871,8.617433,9.98636,8.983162,8.963507,9.169704,8.900481,8.637579,8.977213,8.865905,8.71359,9.254487
"SLC22A15",8.906904,8.623347,8.498961,7.971938,8.888114,8.94402,8.331506,8.529809,9.348946,7.940927,8.798959,8.799171,8.428803,8.094718,8.317648,8.44743,7.569298,7.873446,8.063795,8.53791,8.334365
"TENT5C",9.719348,10.84624,10.638341,10.549226,11.618552,10.604291,11.298877,10.292058,10.264293,10.741163,10.364625,10.416459,10.820283,9.674992,9.801393,10.845336,9.766124,10.545459,10.421301,10.506111,11.397305
"WDR3",6.644761,7.34051,7.035639,6.823337,7.05829,7.295259,6.904893,6.578156,6.769817,6.307768,6.131367,6.373833,6.480307,6.661534,6.567182,6.667653,6.260396,6.561037,6.54883,6.664295,6.628771
"HSD3BP4",6.397792,6.303408,6.661437,6.454947,6.481106,6.449546,6.240229,7.563253,6.316454,7.320417,7.401044,6.993439,6.225571,6.96335,7.204179,6.227639,7.139927,6.87614,6.726306,5.908424,6.188983
"LINC00328",10.451574,9.10598,10.115699,10.469355,9.5897,9.761438,9.550433,10.145512,9.860407,10.283285,10.332187,9.837802,9.729627,9.785264,10.042634,9.89593,10.167766,10.188917,10.001413,9.771206,9.885774
"RBM8A",7.643842,8.241334,7.694041,8.177848,7.825277,8.12266,8.059022,7.711675,8.342001,7.193471,6.770417,7.401017,6.7691,7.011772,7.148216,7.011733,6.870978,6.729117,6.745972,7.076804,7.064868
"PEX11B",7.568387,8.27155,8.106312,8.237962,8.015296,8.222889,7.999542,7.780988,8.185425,9.325968,9.002921,9.166406,9.559099,9.516143,9.4489,9.595081,9.18033,9.315484,9.343105,9.333605,9.391614
"RNF115",7.707012,7.995372,8.067907,7.613632,7.810116,8.315496,8.079366,7.265194,8.102975,8.415441,8.272246,8.518767,8.62562,8.638306,8.559362,8.700504,8.470266,8.619114,8.754058,8.622122,8.744618
"ABHD17A",7.576047,8.473907,7.497279,7.541106,7.470086,7.703113,8.152786,6.848618,7.901605,10.487691,10.390772,10.516386,10.810048,10.63816,10.944128,10.553724,10.485289,10.331454,10.275394,10.536343,10.621596
"RNVU1-3",6.182626,6.514965,6.558446,6.556667,6.724859,6.94257,6.427659,5.37575,6.33462,7.560593,6.728528,6.590078,7.686933,8.03662,7.056503,6.904708,7.599454,6.899739,7.45604,7.533053,7.708225
"RNVU1-19",6.892721,6.996642,6.846253,6.032272,6.940758,7.433563,6.328245,6.466104,6.049249,6.481605,7.382304,7.16878,7.158223,8.626631,7.292239,6.315834,7.49001,7.248679,6.939152,7.628106,7.116
"PFN1P2",10.416168,11.208799,11.17389,10.914861,11.19311,10.692831,10.696576,10.864097,10.862529,12.533162,12.534023,12.437511,12.421991,12.339215,12.515308,12.436077,12.56519,12.294524,12.644055,12.305027,12.489571
"H2AC20",10.698675,10.314755,9.800239,9.930593,10.045932,9.390803,10.023767,10.050925,9.579917,10.027012,10.064747,10.050707,10.600506,10.386507,10.156111,10.325013,10.067992,10.036149,10.238063,10.350874,10.210167
"RPRD2",8.383703,8.981039,9.210207,8.644241,8.853872,8.917422,8.771213,8.43304,8.792009,9.343691,9.192177,9.289117,9.351491,9.357612,9.357943,9.359151,9.387229,9.293433,9.48838,9.247978,9.478875
"PRUNE1",7.56322,7.96211,8.227837,7.510013,7.876286,7.81245,7.593275,7.457678,7.975987,8.366268,8.346574,8.197135,8.409512,8.203071,8.229348,8.425601,7.796291,8.118479,8.100371,8.038986,8.372866
"MLLT11",6.995145,6.888406,7.303529,7.438284,7.134376,7.462611,6.908158,7.136419,7.091983,8.008889,7.763941,7.423105,8.013908,8.121925,7.873676,7.81324,7.837274,7.815875,7.851707,7.907606,7.951585
"PSMD4",8.027322,7.740963,7.655731,7.511647,7.826181,7.585733,7.972014,7.78724,7.442146,7.428772,7.320595,7.474679,7.141284,7.094692,7.361622,7.508304,7.224885,7.4511,7.396045,7.635151,7.011548
"LINC00302",5.794113,4.785984,5.413241,5.540239,4.522701,4.909624,5.12967,5.749727,5.209711,5.493761,5.702005,5.544478,4.749888,4.980938,4.934667,5.05049,5.525124,5.543108,5.357554,5.384471,5.116113
"LCE2C",6.252046,4.832556,5.64513,5.822811,5.881331,5.641412,5.677543,5.952138,6.227139,5.531457,5.825735,5.676473,5.271481,5.512918,6.051578,5.575365,5.714525,6.277383,5.719378,5.694844,5.663534
"LCE2B",7.611002,7.203895,7.706643,8.462661,7.819292,7.373696,7.549186,7.88908,7.528338,8.265911,8.252929,8.174008,7.770116,7.786218,7.977482,7.641255,8.175024,8.237963,8.031508,7.80924,7.729052
"KPRP",6.181503,6.519964,6.190522,6.820438,6.545048,6.18735,6.565258,6.843702,6.703223,6.961043,6.973228,6.861064,6.325502,6.604198,6.596047,6.305593,6.600005,6.829453,6.391275,6.297283,6.377934
"SPRR1A",7.172258,6.651585,7.219823,7.416309,6.92603,6.856639,7.157784,7.410133,6.998644,7.679036,7.845061,7.652174,7.223273,7.293518,7.268523,7.25522,7.578363,7.722935,7.584878,7.301956,7.244624
"LELP1",7.051214,6.656862,7.11613,7.823645,7.032279,6.979646,7.220181,7.707515,7.043692,7.609628,7.713349,7.327228,6.999456,7.173646,7.316536,7.037629,7.421044,7.593386,7.092478,7.100051,7.102187
"S100A9",10.315365,10.168246,9.389934,9.062195,9.597467,9.832165,9.335959,10.392602,9.930345,10.175588,10.853086,9.98218,11.01305,10.698598,10.204401,10.982641,10.126702,10.286685,10.402497,10.750639,9.979091
"SNAPIN",7.692212,7.85735,7.361123,7.431829,7.509897,7.357311,7.822815,7.488504,7.632936,8.239495,7.840879,8.140548,8.739423,8.519256,8.203428,8.518689,8.158474,8.177671,8.414404,8.377854,8.527863
"UBAP2L",8.803742,9.754566,9.66062,9.280465,9.40842,9.698967,9.33608,9.216715,9.732172,10.022577,10.043581,10.17183,9.759803,9.944159,10.010372,9.929452,9.969838,9.793173,9.952225,9.787535,10.058116
"HAX1",8.024369,8.307704,7.644923,7.650982,7.640143,7.730755,7.444832,7.376983,7.287903,8.274082,7.973465,8.03803,8.877894,9.058897,8.314366,8.554922,8.252646,8.181771,8.513459,8.416162,8.154663
"CKS1B",9.081754,8.359208,8.489013,8.945682,8.807778,8.362431,8.577271,8.984233,8.882342,7.665866,7.440938,7.558907,7.396239,7.965834,7.687878,7.616998,7.762278,7.780118,7.841143,7.891136,7.515827
"SLC50A1",7.631073,8.242577,8.317565,7.911633,8.037564,7.870987,8.159992,7.828346,7.62559,8.779555,8.607503,8.868166,9.030029,8.954883,8.948374,8.939011,8.574472,8.833229,8.945195,9.026822,8.757268
"DAP3",8.672091,8.745234,8.466781,8.384437,8.579899,8.474364,8.248933,8.002436,8.361655,7.534359,7.089603,7.533729,7.685732,8.112768,7.637929,7.672474,7.438586,7.488951,7.490534,7.816713,7.450041
"SYT11",7.149349,7.479824,7.073314,6.835078,7.02409,7.061058,7.090254,7.038294,7.996281,7.412189,7.642982,8.101087,8.184825,7.470289,8.079061,7.826363,7.788991,7.678282,7.836577,7.918724,7.712602
"SEMA4A",8.072461,8.60403,7.973817,7.474475,8.247045,8.074855,8.008819,8.366111,8.607597,9.218291,9.442436,9.242923,8.943841,8.474657,9.001172,9.241318,8.785486,8.990924,9.121882,8.953346,9.105399
"GPATCH4",6.937418,6.811757,7.106775,7.101429,7.084036,6.717024,7.02375,7.642587,7.120299,8.0338,8.095038,7.455355,7.422109,7.869787,7.625663,7.39093,7.334838,7.603138,7.716184,7.395605,7.336632
"CD1D",7.936433,8.17042,7.908887,7.972456,7.999765,7.754197,7.976848,7.78737,8.229759,8.50311,8.490996,9.290499,9.118629,8.57795,8.896075,8.742045,8.608942,8.931863,8.939125,8.975185,8.696035
"CD1C",7.800867,7.453024,7.597242,7.696528,7.507499,7.790579,8.016964,7.181367,7.694095,7.716619,7.128863,7.734869,7.287984,8.01281,7.360977,7.582693,7.384647,7.503949,7.98211,8.348582,7.58542
"OR10K1",5.919595,5.585566,5.487002,6.027528,5.936311,5.67429,5.519864,6.212002,5.870475,6.434639,6.778917,6.302245,5.373809,6.128736,6.305434,5.47059,6.211166,6.013834,5.953968,5.50669,5.526857
"MNDA",11.410916,11.17529,10.850639,10.450516,11.346259,11.856386,10.250502,11.178391,10.993121,10.178641,11.324189,10.734161,10.922035,10.426537,10.499068,11.221049,10.520259,10.392505,10.595403,10.98521,10.697032
"PYHIN1",8.818873,8.881048,8.441466,8.902999,8.591327,9.211713,9.040845,7.892372,8.880984,9.786511,9.91341,9.445797,10.454229,9.788138,10.453662,9.732804,10.178907,9.757238,10.139695,9.807585,10.138093
"IFI16",9.069514,9.652339,9.048838,9.074427,9.293731,9.757772,9.197297,8.944619,9.300918,9.864484,9.574006,10.61384,9.930552,9.679154,10.007737,9.676688,9.848647,9.728635,10.041472,9.900578,10.126379
"FCER1A",7.491781,6.887416,6.727864,6.810929,6.50199,7.177295,6.187337,6.71091,6.754313,6.913216,7.385024,7.342456,7.762467,7.175754,7.728309,8.175476,6.538997,7.324825,7.591206,7.228265,7.980031
"FCRL6",8.477071,8.973332,8.492699,8.638309,8.1513,8.720792,9.072213,8.165126,9.667508,8.833492,9.164488,9.135701,9.347263,8.789329,10.211944,8.98661,9.171484,8.977034,9.118734,8.767399,8.92778
"PEA15",8.034689,8.672816,7.98052,7.924109,8.548251,7.977445,8.170004,8.373446,8.452092,8.96189,9.123003,9.810319,9.906065,9.480606,9.65021,9.585446,9.128907,9.420326,9.845702,9.604373,9.582514
"SUMO1P3",4.034273,4.49581,4.359302,4.476328,4.356779,4.520048,4.306413,4.377529,4.194327,5.656725,4.876268,5.22129,4.586666,5.237016,4.823043,4.450372,5.108506,4.556177,4.754772,5.549182,4.341129
"NCSTN",8.076325,8.738046,8.524738,7.789376,8.283821,8.407739,8.359457,8.313246,8.860428,8.862147,9.342002,9.281192,8.957292,8.798648,8.966512,8.898402,8.945371,8.94165,9.095213,8.792968,9.086294
"SLAMF7",8.124472,8.879525,7.620817,7.683021,8.00711,8.364974,8.204317,7.131294,8.483689,8.485126,7.869767,8.408284,9.040891,8.107014,8.53852,8.171279,8.106037,8.319635,8.87791,8.343633,8.677516
"LY9",8.753274,8.9106,9.271864,8.895173,8.741228,8.915424,8.906587,8.522149,8.800631,9.65996,9.150668,9.232146,9.267073,9.789491,9.337703,9.59539,9.463549,9.51722,9.501463,9.506995,9.581078
"UFC1",8.751468,8.434902,7.906807,8.409234,8.039402,8.298058,8.107884,8.155535,7.320936,10.653289,10.212408,10.170011,10.977465,11.140518,10.66669,10.835113,10.405099,10.380032,10.694361,10.573899,9.380377
"FCER1G",9.732892,10.188961,9.518607,9.022261,9.503328,9.395163,9.38052,10.332043,9.249294,10.163576,10.792605,10.31293,11.12914,10.097293,10.747341,10.426693,10.184735,10.271093,10.443342,10.017289,9.788026
"FCGR2A",10.524804,10.257336,10.350595,9.485197,10.345642,10.533857,10.036729,10.862296,10.789199,10.905759,11.31205,11.131048,11.569115,10.750015,11.050713,10.949956,10.76015,10.984742,11.125709,10.686016,10.942513
"HSPA6",9.258958,9.389915,9.457207,8.89211,9.528342,9.619121,9.439791,9.674769,9.431863,8.673937,9.382917,9.300244,9.15117,8.963296,9.054865,8.867884,9.018698,8.734799,8.830332,9.011292,8.865588
"FCGR2B",7.131196,7.595012,7.418863,7.546159,7.714829,7.640582,7.971815,7.309822,7.459305,7.895994,7.026833,8.169211,8.084102,7.837778,7.9534,7.588546,7.383616,7.705284,7.86831,8.437566,7.826273
"FCRLA",8.207187,9.233948,8.973181,9.016036,8.709999,8.786646,9.392238,8.497953,8.371283,7.8546,7.697575,8.366214,7.64422,7.980499,7.869132,8.142505,8.105858,8.114009,8.054646,8.569574,8.165482
"UHMK1",9.731546,10.005341,9.718923,9.646963,9.825308,9.821546,9.907775,9.435951,9.93972,8.431843,8.403119,8.425145,8.76661,8.8865,8.74905,8.797346,8.444252,8.461605,8.667608,8.788429,8.843939
"MGST3",7.833945,8.1546,7.850378,7.931416,7.511561,7.465964,7.932509,7.696106,8.005347,8.453165,7.673809,8.031772,9.007773,8.307284,8.401965,9.025603,7.892384,7.912189,7.932655,8.689483,8.308452
"MPZL1",8.569103,8.762124,8.974532,8.360788,8.872595,9.244267,8.781597,9.104237,9.991913,9.543444,9.430317,9.149881,8.732947,8.523624,8.705471,9.176351,8.916941,8.89048,9.023215,9.270406,8.96766
"XCL1",4.660832,5.058003,4.581282,4.861701,4.992022,5.351632,3.690999,5.053341,5.245718,4.727754,5.214475,4.617152,6.183764,4.914344,5.794414,4.616715,4.441296,4.9175,3.646804,5.093489,5.162494
"BLZF1",8.144348,8.518506,8.041251,7.928935,8.386273,8.949424,8.089487,7.42691,7.917585,8.218224,8.277651,8.248745,8.96434,9.143986,8.359691,8.730025,8.309287,8.220079,8.21037,8.645832,8.429542
"DNM3",6.277867,6.423205,6.787354,6.168842,6.615362,6.877964,6.199123,6.080045,6.736953,6.676195,7.06049,6.694861,6.714039,6.418142,6.489395,6.609559,6.164188,6.504657,6.661518,6.50476,7.115738
"SUCO",7.643379,8.034753,7.776228,7.682492,8.186154,8.484057,7.72808,7.153922,7.649088,7.514348,7.262013,7.208677,7.883292,8.01473,7.749526,7.873,7.582465,7.400502,7.78514,7.794674,7.984577
"PRDX6",10.126641,9.655696,10.172976,9.495901,10.70566,9.77585,10.651887,9.327432,10.154698,10.846793,10.393197,9.78345,11.015458,9.880554,9.775264,10.311909,9.589687,10.25222,10.680682,10.371536,10.396101
"GPR52",8.220778,8.631981,8.537336,8.028856,8.275387,8.676305,8.368462,7.886876,8.54129,8.455086,8.206812,8.542442,7.752472,7.803514,8.695651,8.470495,8.274027,8.273997,8.418499,8.657131,8.754941
"RALGPS2",9.05879,9.801589,9.699574,9.420559,9.477547,10.054693,9.757513,8.85226,8.773321,9.185408,8.17447,8.906853,8.656947,9.43923,8.615706,8.997486,9.104213,8.572588,9.236104,9.738266,9.335522
"SOAT1",8.815684,9.081687,8.919449,8.71339,9.173198,9.491838,8.889437,8.382516,9.467258,8.233311,8.216644,8.324017,8.374706,8.291255,8.296677,8.385668,8.36199,8.21209,8.599172,8.518741,8.450797
"NPL",8.834888,8.414315,8.095341,7.55398,8.620503,8.741546,8.066438,8.619457,9.160094,7.993178,9.29641,8.533084,8.498458,8.19165,8.525266,8.802759,8.388424,8.164629,8.591526,8.640084,8.499293
"DHX9",8.941677,9.435598,9.533049,9.029606,9.38093,9.433401,9.215373,8.739453,9.350484,8.512486,8.157413,8.18274,8.398268,8.590147,8.53687,8.503318,8.492824,8.210561,8.690192,8.74527,8.550194
"TSEN15",8.236454,8.157609,7.998014,8.319203,8.475318,8.303294,8.44898,7.919738,8.167289,8.642719,8.240337,8.277434,8.875472,9.347204,8.83454,8.692378,8.446916,8.445403,8.691701,8.785803,8.807112
"SWT1",6.78504,7.768204,7.238692,6.833959,8.053151,7.651895,7.028499,6.252018,7.073041,6.924655,6.528487,6.409412,7.279993,7.376566,6.495979,6.989128,6.649541,6.584837,6.772137,6.952629,7.278746
"ODR4",7.402908,7.711331,7.55773,7.446985,7.913143,8.242122,7.460069,6.949232,7.572268,7.239395,6.801013,7.031866,7.844026,7.955126,7.302689,7.396663,7.013626,6.948076,7.43543,7.663086,7.595525
"PLA2G4A",6.330856,6.340743,5.757701,5.406169,6.441804,5.941057,5.47784,5.458961,5.883836,5.528637,5.775448,5.887636,6.472092,5.751986,5.82484,5.681305,5.363653,5.600187,5.901768,5.941503,5.980544
"RGS18",8.535299,8.405109,8.31726,8.290789,9.074902,9.290127,8.147245,8.024508,8.664023,7.451747,7.542472,6.608078,8.715798,7.736574,6.709074,7.760873,6.676216,7.088332,7.217693,7.615179,8.077972
"RGS2",11.762985,10.808945,10.821886,10.275896,10.852253,11.545464,10.789413,11.309881,11.02705,10.261668,11.538729,10.608065,11.115433,10.960575,10.529134,10.852101,10.676525,10.564405,10.633082,10.678751,10.03988
"RO60",8.889434,9.321669,9.110451,9.090539,9.403647,9.787156,9.301798,8.176371,9.253067,8.115064,7.658354,7.91766,8.56556,8.59614,8.409097,8.582071,8.075409,8.031946,8.363991,8.375418,8.682456
"CFHR1",3.005699,3.780899,3.715416,5.5814,5.545681,3.968224,2.817785,3.880088,3.787931,3.005699,3.539497,4.257257,3.222297,3.245882,3.195972,3.483831,3.791032,3.440582,3.487441,3.534007,3.306689
"CFHR4",6.096893,5.219484,4.723726,5.886969,4.530926,5.207872,5.209628,6.657014,5.493761,4.541015,4.954085,4.087089,4.105004,4.153761,4.411054,4.7229,4.432083,5.052336,3.966,3.986583,4.08446
"TIMM17A",6.581412,6.938725,6.138381,6.819036,6.955466,7.144099,6.491417,6.163388,6.496941,6.427689,6.074938,6.193872,6.706542,6.565608,6.313492,6.439787,6.375976,6.180246,6.510169,6.594108,6.283288
"OPTC",6.379688,5.972612,6.168905,6.82509,6.005432,6.434343,5.962904,6.941811,6.178366,6.960256,6.850737,6.619516,6.368722,6.460091,6.404833,6.36565,6.725673,6.721882,6.779442,6.534777,6.599583
"LINC00260",6.795498,7.464761,6.859837,7.184804,7.21622,7.323333,6.878822,7.170148,7.592977,7.031897,7.008269,6.686326,6.771453,6.589667,7.005291,6.769454,6.529171,6.456055,6.637873,6.555334,6.669766
"SNRPE",6.503237,6.815132,6.569335,6.8656,6.383156,6.740507,6.232704,6.18723,6.568329,5.975755,5.293625,5.512331,6.224087,6.186004,5.998133,5.978107,5.595782,5.437633,6.068495,6.143796,5.961446
"NUCKS1",6.277528,6.697008,6.420993,6.770632,6.366575,6.105103,5.980904,6.408446,6.654469,6.194038,6.058668,5.874661,6.107861,6.216444,5.950522,5.778876,6.134714,6.160003,6.193816,6.005866,5.889616
